type,stem,options,answer,knowledge,analysis
,,,"When $R_{f} = R_{mv} \equiv \frac{a}{\delta}$ , the optimal portfolio weights are

$\lambda V^{-1}(\overline{R} - \frac{\alpha}{\delta} e)$ . Pre-multiplying by $e'$ , we obtain

$$
e ^ {\prime} w ^ {*} = \lambda \left(e ^ {\prime} V ^ {- 1} \bar {R} - e ^ {\prime} V ^ {- 1} e \frac {\alpha}{\delta}\right) = \lambda \left(\alpha - \delta \frac {\alpha}{\delta}\right) = 0
$$",,
,,,"![](images/fc5cf32001702bde0e356ad4277f7f4b5477806883b27857fb133e47e36e5276.jpg)

If an investor's indifference curve is tangent to the frontier between points $A$ and $B$ , she holds a positive proportion of the risk-free asset and a positive proportion of risky portfolio $B$ . If the investor's indifference curve is tangent to the frontier to the right of $B$ , he holds a combination of any two portfolios on the risky–asset only frontier that would replicate a position to the right of $B$ .",,
,,,"One portfolio is composed of investing completely in the risk-free asset (point $A$ ). The other two portfolios can be any two portfolios of the risky asset only efficient frontier, for example, points $B$ and $C$ . This is because we proved in class that the risky asset only frontier can be constructed from combinations of any two risky asset only efficient portfolios (the separation property).",,
,,,"For example, if the three portfolios are at $A$ , $B$ , and $C$ , then to the right of $C$ , portfolio $B$ needs to be sold short to obtain a portfolio expected rate of return higher than that of portfolio $C$ . This is because $\overline{R}_p = w\overline{R}_B + (1 - w)\overline{R_C}$ requires $w < 0$ for $\overline{R}_p > \overline{R}_C$ .",,
,,,"The correlation between portfolios a and b equals S_b / S_a, where S_i is the Sharpe ratio of portfolio i.",,
,,,$k = \frac{f_0 - \bar{f}}{a \sigma_f^2} + \frac{\rho \sigma_s}{\sigma_f}$,,
,,,The investor optimally holds 100% of wealth in the risk-free asset (corner solution); w* = 0 for risky assets.,,
,,,"$$L = \sum_{i = 1}^{n} w_{i}^{k} \bar{R}_{i} - \frac{1}{\theta_{k}} \sum_{i = 1}^{n} \sum_{j = 1}^{n} w_{i}^{k} w_{j}^{k} \sigma_{i j} + \lambda_{k} \left(1 - \sum_{i = 1}^{n} w_{i}^{k}\right)$$ The first order conditions are $$\bar{R}_{i} - \frac{2}{\theta_{k}} \sum_{j = 1}^{n} w_{j}^{k} \sigma_{i j} = \lambda_{k}, i = 1, \dots , n$$",,
,,,"$$\bar{R}_{i} = \lambda_{k} + \frac{2}{\theta_{k}} \operatorname{cov} \left(\bar{R}_{i}, \bar{R}_{p}^{k}\right)$$",,
,,,"$$\bar{R}_{i} = \frac{1}{\theta_{M}} \sum_{k = 1}^{M} W_{k} \theta_{k} \lambda_{k} + \frac{2}{\theta_{M}} \operatorname{cov} (\bar{R}_{i}, \bar{R}_{M})$$",,
,,,$$r_{01}^{*} = \frac{S_{0}}{F_{01}} (1 + r_{01}) - 1 = \frac{0.68}{0.70} (1.0600) - 1 = 2.97 \text{ percent}$$,,
,,,"If $1 + r_{01}^{*} < \frac{S_{0}}{F_{01}} (1 + r_{01})$, an arbitrage is to: At date 0: (i) borrow $\frac{1}{1 + r_{01}^{*}}$ Swiss francs, agreeing to repay 1 Swiss franc in one year (date 1). (ii) Exchange the Swiss francs for $\frac{S_0}{1 + r_{01}^*}$ U.S. dollars, and invest these at the interest rate $r_{01}$. (iii) Take a long position in a one-year forward exchange contract on the Swiss franc at rate $F_{01}$. At date 1: (i) Pay $F_{01}$ and receive one Swiss franc. (ii) Use this Swiss franc to repay your borrowing obligation $\frac{1 + r_{01}^{*}}{1 + r_{01}^{*}} = 1$ Swiss franc. (iii) Realize the U.S. dollar investment of $\frac{S_0}{1 + r_{01}} (1 + r_{01})$. The net cash flow at date 0 is zero. At date 1 the net cash flow is $\frac{S_0}{1 + r_{01}^*}(1 + r_{01}) - F_{01}$ U.S. dollars, which is positive based on the assumption.",,
,,,"Define C ≡ [[c₁ c₂][c₃ c₄]].  Choose c₁ = λ_{f1}/L, c₂ = λ_{f2}/L, c₃ = –λ_{f2}/L, c₄ = λ_{f1}/L with L ≡ √(λ_{f1}²+λ_{f2}²).  Then g = C f is an orthogonal rotation with unit variances, λ_{g1} = L > 0 and λ_{g2} = 0.",,
,,,"R_{rf} = R_{nf} / (E[I₀₁] + R_{nf}·cov(M₀₁, I₀₁))",,
,,,$p_s = \delta \pi_s \frac{C_0^*}{C_s^*}$,,
,,,$\varepsilon^{I}=\dfrac{1}{1-\gamma}$,,
,,,"$p_1 = 0.2476$, $p_2 = 0.7048$; risk-neutral probabilities $\mathbb{P}_1 = 0.26$, $\mathbb{P}_2 = 0.74$",,
,,,"$m_1 = 0.495$, $m_2 = 1.410$",,
,,,"$R_f = 1.20$; risk-neutral probabilities $\pi_1 = 2/5$, $\pi_2 = 3/5$",,
,,,$$\gamma = - \frac {b \sigma_ {m} ^ {2}}{a + b E [ R _ {m} ]}$$,,
,,,"$$b = - \frac {E \left[ R _ {m} \right] - R _ {f}}{R _ {f} \sigma_ {m} ^ {2}}, \quad a = \frac {\sigma_ {m} ^ {2} + E [ R _ {m} ] (E [ R _ {m} ] - R _ {f})}{R _ {f} \sigma_ {m} ^ {2}}$$",,
,,,$$\gamma = E \left[ R _ {m} \right] - R _ {f}$$,,
,,,"Use the three conditions: (1) $$\frac{1}{R_f} = a + b E[R_m] + c E[R_z]$$, (2) $$1 = a E[R_m] + b(\sigma_m^2 + E[R_m]^2) + c E[R_z]E[R_m]$$, and (3) $$0 = a E[R_z] + b E[R_z]E[R_m] + c(\sigma_z^2 + E[R_z]^2)$$ to solve for $R_f$, $E[R_m]$, and $E[R_z]$; then set $\lambda_0 = R_f$, $\lambda_m = E[R_m] - R_f$, and $\lambda_z = E[R_z]$.",,
,,,The consumption-wealth ratio follows the recursive rule $c_t = a_1 c_{t-1}/(1+a_1 c_{t-1})$ and the optimal portfolio weight is constant across periods.,,
,,,$\omega_{T-1}^* = \frac{\bar{R}-R_f}{(W_{T-1}-C_{T-1})b\sigma^2}$,,
,,,"$C_{T-1}^* = \frac{R_f}{1+R_f}W_{T-1} + H$  where  $H$  is a constant depending on  $b,\rho,R_f,\bar{R},\sigma^2$",,
,,,"$J(W_{T-1},T-1)=-\delta^{T-1}G e^{-b\frac{R_f}{1+R_f}W_{T-1}}$  with  $G$  independent of  $W_{T-1}$",,
,,,$\omega_{T-2}^* = \frac{\bar{R}-R_f}{(W_{T-2}-C_{T-2})b\sigma^2}\frac{1+R_f}{R_f}$,,
,,,$C_{T - 2} ^ {*} = \frac {R _ {f} ^ {2}}{1 + R _ {f} + R _ {f} ^ {2}} W _ {T - 2} + K$ where $K \equiv \left[ - \ln \frac {\delta G R _ {f} ^ {2}}{1 + R _ {f}} + \frac {1}{2} \left(\bar {R} - R _ {f}\right) ^ {2} / \sigma^ {2} \right] \left(1 + R _ {f}\right) / \left[ b \left(1 + R _ {f} + R _ {f} ^ {2}\right) \right]$,,
,,,$$ W _ {t + 1} = R _ {f t} \left[ W _ {t} + y _ {t} - C _ {t} \right] = \frac {1}{\delta} \left[ W _ {t} + y _ {t} - C _ {t} \right] $$,,
,,,"$$ C^* = W_{T-1} + y_{T-1} $$ and $$ J(W_{T-1}, T - 1) = \delta^{T - 1} \left[ a (W_{T - 1} + y_{T - 1}) - b (W_{T - 1} + y_{T - 1})^2 \right] $$",,
,,,$$ C_{T - m}^* = \frac{1}{1 + \delta + \cdots + \delta^{m - 1}} \left(W_{T - m} + E_{T - m} \left[ \sum_{t = 0}^{m - 1} \delta^{t} y_{T - m + t} \right]\right) $$,,
,,,"We need to check that (2) satisfies $E_{t} \left| b_{t+1} \right| = R_{f} b_{t}$. While $q_{t}$ is a random variable as of date $t - 1$, it is realized (known) as of date $t$. Thus,

$$E _ {t} \left[ b _ {t + 1} \right] = \frac {R _ {f}}{q _ {t}} b _ {t} q _ {t} + E _ {t} \left[ e _ {t + 1} \right] q _ {t} + (1 - q _ {t}) E _ {t} \left[ z _ {t + 1} \right] = R _ {f} b _ {t}$$

so it is a valid solution.",,
,,,"Since $E_{t}\left[b_{t + 1}\right] = R_{f}b_{t},$ we see that

$$\lim  _ {i \rightarrow \infty} E _ {t} \left[ b _ {t + i} \right] = \left\{\begin{array}{l l}+ \infty&\text {i f} b _ {t} > 0\\- \infty&\text {i f} b _ {t} <   0\end{array}\right. \tag {*}$$

For limited liability assets, such as oil, we cannot have a bubble path with a price becoming negative, so we need to consider only bubbles with $b_{t} > 0$. In this case, we see from the above equation (*) that for a bubble solution to exist, the bubble component must be expected to increase infinitely. But this cannot be a rational expectation if there is an upper bound on the price of oil, as would be the case if there was a perfect substitute in perfectly elastic supply. Thus, since $p_{t}$ cannot rise above $p_{\mathrm{solar}}$, $b_{t}$ cannot rise above $p_{\mathrm{solar}} - p_{t}^{*}$. Thus, a bubble path where $b_{t}$ must be expected to increase to infinity cannot possibly occur.",,
,,,"For similar reasons, a rational speculative bubble cannot exist for the price of a bond. Since, at maturity, the bond's price must be $p_{T} = d_{T}$ and zero after date $T$, its price cannot rationally be expected to satisfy equation (*) and increase infinitely. Thus, a bubble path is invalid, and the only rational price is $p_{t} = p_{t}^{\star}$.",,
,,,"With the economy, and therefore assets (or asset markets), having a finite horizon, asset prices could not have the form $p_{t} = f_{t} + b_{t}$ with $b_{t} \neq 0$ because at date $T$, $p_{T} = f_{T} = d_{T}$ which is an asset's final dividend payment. Since $b_{T} = 0$ with certainty, then the bubble process $E_{t}[b_{t+1}] = \delta^{-1} b_{t}$ implies $E_{T-1}[b_{T}] = E_{T-1}[0] = \delta^{-1} b_{T-1}$, or $b_{T-1} = 0$. A similar argument implies $b_{t} = 0$ for all previous dates, $t < T - 1$.",,
,,,"By purchasing a foreign currency at the initial dollar price $S_0$, one can invest in a foreign-currency denominated interest-bearing instrument, such as a foreign bond or a foreign-currency denominated bank (certificate of) deposit. The amount of foreign-currency denominated interest per unit of foreign currency that accrues over a time interval of $\tau$ can be expressed as $R_f^{*r} - 1$ where $R_f^{*r}$ is one plus the per-period foreign currency interest rate. The present value of this interest is $(R_f^{*r} - 1) / R_f^{*r}$ and its dollar value is $S_0(R_f^{*r} - 1) / R_f^{*r}$. Thus if we use the formula derived in this chapter, the equilibrium forward price on foreign currency is

$$\begin{array}{l} F _ {0 \tau} = (S _ {0} - D) = R _ {f} ^ {\tau} \\ = \left(S _ {0} - S _ {0} \frac {R _ {f} ^ {* r} - 1}{R _ {f} ^ {* r}}\right) R _ {f} ^ {r} \\ S _ {0} \frac {R _ {f} ^ {\tau}}{R _ {f} ^ {* \tau}} \\ \end{array}$$

which is the same formula derived in Chapter 3.",,
,,,"$$\begin{array}{l} P _ {0} \geq \max  \left[ 0, X R _ {f} ^ {\tau} + D - S _ {0} \right] \\ \geq \max  [ 0, 6 5 e ^ {- \frac {0 . 0 5}{4}} + 3 e ^ {- \frac {0 . 0 5}{6}} - 5 8 ] \\ \geq \$ 9.17 \\ \end{array}$$",,
,,,"The portfolio mentioned in the hint has the following payoffs:

Stock Price Portfolio Value

$$S _ {\tau} \leq X _ {1} \quad 0$$

$$X _ {1} <   S _ {\tau} \leq X _ {2} \quad S _ {\tau} - X _ {1} > 0$$

$$X _ {2} <   S _ {\tau} \leq X _ {3} \quad S _ {\tau} - X _ {1} - 2 \left(S _ {\tau} - X _ {2}\right) = X _ {2} - X _ {1} - \left(S _ {\tau} - X _ {2}\right) \geq 0$$

$$X _ {3} <   S _ {\tau} \quad S _ {\tau} - X _ {1} - 2 \left(S _ {\tau} - X _ {2}\right) + S _ {\tau} - X _ {3} = X _ {2} - X _ {1} - \left(X _ {3} - X _ {2}\right) = 0$$

This portfolio has either a zero or positive payoff at expiration. Therefore, it must have a non-negative value, implying $c_{1} + c_{3} - 2c_{2} \geq 0$, or $c_{2} \leq \frac{1}{2}(c_{1} + c_{3})$.",,
,,,$\frac{32}{25}$,,
,,,$5.16,,
,,,$F = \frac{A(t)}{B(t) - D}$,,
,,,"$c(t) \geq \max [ A(t) + X D - X B(t), 0 ]$",,
,,,$c(t) + X B(t) - X D = p(t) + A(t)$,,
,,,$dy/y = \left(\alpha \mu - \beta + \frac{\alpha^2 \sigma^2}{2}\right) dt + \alpha \sigma dz$,,
,,,$\frac {d m}{m} = \left(\mu_ {m} - \mu_ {p} + \sigma_ {p} ^ {2} - \rho \sigma_ {p} \sigma_ {m}\right) d t + \sigma_ {m} d z _ {m} - \sigma_ {p} d z _ {p}$,,
,,,$d D = S \left[ y \alpha_ {s} + \kappa (y S - y) + \sigma_ {s} \sigma_ {y} y ^ {\frac {1}{2}} \rho \right] d t + y \sigma_ {s} S d z _ {s} + \sigma_ {y} S y ^ {\frac {1}{2}} d z _ {y}$,,
,,,$E[y(t)|y(t_0)] = e ^ {- \beta (t - t _ {0})} \left(y (t _ {0}) - \frac {\alpha}{\beta}\right) + \frac {\alpha}{\beta}$ and $\operatorname{var}[y(t)|y(t_0)] = \frac {\sigma^ {2}}{2 \beta} \left[ 1 - e ^ {- 2 \beta (t - t _ {0})} \right]$,,
,,,"$$\frac {\partial p}{\partial t} + \frac {1}{2} \frac {\partial^ {2} p}{\partial S ^ {2}} \beta^ {2} S ^ {2 \gamma} + r S \frac {\partial p}{\partial S} - r p = 0$$ with boundary condition $p(S(T), T) = \max \left[0, X - S(T)\right]$",,
,,,"$$\frac {1}{2} \sigma^ {2} r P _ {r r} + [ \alpha \bar {r} + (\lambda \sigma - \alpha) r ] P _ {r} - r P - P _ {\tau} = 0$$ with boundary condition $P(r,\tau = 0) = 1$",,
,,,dc = [∂c/∂A μ_A A + ∂c/∂B μ_B B + ∂c/∂t + ½ ∂²c/∂A² σ_A² A² + ½ ∂²c/∂B² σ_B² B² + ∂²c/∂A∂B ρ σ_A A σ_B B]dt + ∂c/∂A σ_A A dz + ∂c/∂B σ_B B dq,,
,,,H(t)=−c(t)+w_A(t)A(t)+w_B(t)B(t)=0,,
,,,"dH(t)=[∂c/∂A(μ_A−μ_c)A+∂c/∂B(μ_B−μ_c)B]dt after setting w_A(t)=∂c/∂A and w_B(t)=∂c/∂B, eliminating dz and dq terms",,
,,,"∂c/∂t + ½ ∂²c/∂A² σ_A² A² + ½ ∂²c/∂B² σ_B² B² + ∂²c/∂A∂B ρ σ_A A σ_B B = 0 with boundary condition c(A,B,T)=max[0,A−B]",,
,,,$$\frac {\partial c}{\partial t} + \frac {1}{2} \sigma^ {2} S ^ {2} \frac {\partial^ {2} c}{\partial S ^ {2}} + (r - \delta) S \frac {\partial c}{\partial S} - r c = 0$$,,
,,,$\mu_{f} = r + \theta_{1} \sigma_{f1} + \theta_{2} \sigma_{f2}$,,
,,,"$d\hat{z}_1 = dz_1 + \theta_1(t)dt$, $d\hat{z}_2 = dz_2 + \theta_2(t)dt$, and $df = r f d t + \sigma_{f1} f d\hat{z}_1 + \sigma_{f2} f d\hat{z}_2$",,
,,,"$dF = \sigma_{f1} F d\hat{z}_1 + \sigma_{f2} F d\hat{z}_2$, which has no drift, hence $F(t)$ is a martingale under the risk-neutral measure.",,
,,,"$\mu_m = -r(t)M$, $\sigma_{m1} = -\theta_1(t)M$, $\sigma_{m2} = -\theta_2(t)M$",,
,,,"We know that pricing kernels satisfy

$$
d M / M = - r (t) d t - \theta (t) d z
$$

where $r^{(t)}$ satisfies $dr = \alpha (y - r)dt + \sigma \sqrt{r} dz$ and $\theta (t) = \beta \sqrt{r}$ is the market price of risk given in the question. Using Ito's lemma,

$$
\begin{array}{l} d m = - \left(r + \frac {1}{2} \theta^ {2} \right\rvert d t - \theta (t) d z \\ = - \left(r + \frac {1}{2} \beta^ {2} r\right) d t - \beta \sqrt {r} d z \\ = - r \left(1 + \frac {1}{2} \beta^ {2}\right) d t - \beta \sqrt {r} d z \\ \end{array}
$$",,
,,,"Since the bond pays $1 at date τ, we have

$$
P (0, \tau) = E _ {0} \left[ M _ {\tau} / M _ {0} \right] = E _ {0} \left[ e ^ {m _ {\tau} - m _ {0}} \right]
$$

From the answer in (2.a) we see that $d\mathrm{m} = -r\left(1 + \frac{1}{2}\beta^2\right)dt - \beta \sqrt{r} dz,$ so that

$$
P (0, \tau) = E _ {0} \left[ e ^ {m _ {\tau} - m _ {0}} \right] = E _ {0} \left[ e ^ {- \left(1 + \frac {1}{2} \beta^ {2}\right) \int_ {0} ^ {t} r (t) d t - \beta \int_ {0} ^ {t} \sqrt {r (t)} d z (t)} \right]
$$",,
,,,"At the future date $t$ when $X$ is set equal to $S(t)$, we have

$$
c (t) = S (t) N \left(v _ {1}\right) - S (t) e ^ {- r (\tau - t)} N \left(v _ {2}\right) = S (t) \left[ N \left(v _ {1}\right) - e ^ {- r (\tau - t)} N \left(v _ {2}\right) \right] \equiv S (t) K
$$

where $\nu_{1} = \left(r + \frac{1}{2}\sigma^{2}\right)(\tau - t) / \left|\sigma \sqrt{\tau - t}\right|$ and $\nu_{2} = \nu_{1} - \sigma \sqrt{\tau - t}$ are independent of $S(t)$. Hence, we see that the call option at date $t$ is equal to a proportion, $K$, times the future stock price. Therefore, using the risk-neutral valuation technique, the current value of the forward start option is given by

$$
c _ {0} = e ^ {- r t} \bar {E} [ S (t) K ] = e ^ {- r t} K \bar {E} [ S (t) ] = e ^ {- r t} K e ^ {r t} S (0) = K S (0)
$$

This result shows that the forward start option is equal to the value of a standard Black-Scholes option where $X = S(0)$ and the time until maturity is $\tau - t$.",,
,,,"Using risk-neutral valuation, $cnc_{t} = e^{-rr}\hat{E}_{t}[cnc_{T}] = e^{-rr}F\hat{\pi}(S(T) > X)$, where $\hat{\pi}(S(T) > X)$ is the risk-neutral probability that $S(T) > X$. From the standard Black-Scholes call option price $c = SN(d_{1}) - Xe^{-rr}N(d_{2})$, one sees that $\hat{\pi}(S(T) > X) = N(d_{2})$, since only when $S(T) > X$ (the call option is in the money), does one ""pay"" the exercise price, $X$. Hence, we have $cnc_{t} = e^{-rr}FN(d_{2})$.",,
,,,"Using risk-neutral valuation, $anc_{t} = e^{-rr}\hat{E}[anc_{T}]$. But this equals a standard call option plus a cash-or-nothing call paying an amount equal to the exercise price $(F = X)$. Hence, the value of an asset-or-nothing call is $SN(d_{1}) - Xe^{-rr}N(d_{2}) + Xe^{-rr}N(d_{2}) = SN(d_{1})$.",,
,,,"Let  $S = (S_{1} \ldots S_{n})'$  be an  $nx1$  vector of asset prices. They are assumed to follow the process
$$
d S = \alpha (S) d t + v (S) d Z \tag {1}
$$
where  $\alpha(S)$  is an  $nx1$  vector of expected returns and asset prices and  $\nu(S)$  is an  $nxn$  matrix of volatility terms multiplying the  $nx1$  vector of Wiener processes. Note that the elements of  $\alpha(S)$  and  $\nu(S)$  may be functions of each of the asset prices as well as calendar time,  $t$ .  $\nu(S)$  is assumed to be of full rank, which is equivalent to assuming that the returns on any one asset cannot be perfectly hedged by the returns on a portfolio of the other assets. In this sense, none of the assets are assumed to be redundant. Now if the contingent claim is a function of these asset prices and calendar time, that is,  $c(S,t)$ , then Ito's lemma gives its process to be of the form:
$$
d c = \mu_ {c} c d t + \sum_ {c} c d Z \tag {2}
$$
where
$$
\mu_ {c} c = c _ {s} ^ {\prime} \alpha (S) + c _ {t} + \frac {1}{2} t r \left[ v v ^ {\prime} c _ {s s} \right] \tag {3}
$$
$$
\sum_ {c} c = c _ {s} ^ {\prime} v \tag {4}
$$
and where  $c_{s} = (c_{S_{1}} \ldots c_{S_{2}})^{\prime}$  is an  $nx1$  vector of first derivatives and  $c_{ss}$  is an  $nxn$  matrix of second derivatives whose  $i, j^{\text{th}}$  element is  $c_{S_{i}S_{j}} \cdot tr[X]$  is the trace of matrix  $X$ , that is, the sum of its diagonal elements. If a hedge portfolio composed of  $-1$  unit of the contingent claim and  $c_{S_{i}}$  units of asset  $i, i = 1, \ldots, n$  is formed, its value is
$$
H = - c + c _ {s} ^ {\prime} S \tag {5}
$$
and the instantaneous change in the value of the portfolio is
$$
\begin{array}{l} d H = - d c + c _ {s} ^ {\prime} d S \\ = - \mu_ {c} c d t - c _ {s} ^ {\prime} v d Z + c _ {s} ^ {\prime} \alpha (S) d t + c _ {s} ^ {\prime} v (S) d Z \\ = \left[ c _ {s} ^ {\prime} \alpha (S) - \mu_ {c} c \right] d t \\ = r (t) H d t = r (t) \left[ - c + c _ {s} ^ {\prime} S \right] \tag {6} \\ \end{array}
$$
This implies
$$
c _ {s} ^ {\prime} \alpha (S) - \mu_ {c} c = - r c + r c _ {s} ^ {\prime} S \tag {7}
$$
or
$$
\mu_ {c} c - r c = c _ {s} ^ {\prime} (\alpha (S) - r S) \tag {8}
$$
Now consider forming  $n$  portfolios from the  $n$  underlying securities. The goal is to make these  $n$  portfolios be ""primitive"" securities that each depend on a single  $dZ_{i}$  process and have unit variance. This can be done by using share amounts of each of the original  $n$  securities equal to the rows of  $v^{-1}$ . Thus, letting  $P = (P_{1}\dots P_{n})$  be the  $nx1$  vector of prices for the  $n$  primitive portfolios, they will equal
$$
P = v ^ {- 1} S \tag {9}
$$
and the process followed by these primitive security portfolios is
$$
\begin{array}{l} d P = v ^ {- 1} d S = v ^ {- 1} \alpha (s) d t + v ^ {- 1} v d Z \\ = \mu_ {p} d t + I d Z \tag {10} \\ \end{array}
$$
where  $\mu_{p} = (\mu_{p1}\dots \mu_{pn})^{\prime} = v^{-1}\alpha (S)$  and  $I$  is the nxn identity matrix. Using (9) and (10), we can re-write (8) as
$$
\mu_ {c} c - r c = c _ {s} ^ {\prime} v \left(\mu_ {p} - r P\right) \tag {11}
$$
Now from the definition that  $\Theta = (\theta_{1}\dots \theta_{n})^{\prime}$  is the  $n\times 1$  vector of market prices of risks associated with each of the Brownian motions,  $\Theta = \mu_p - rP$ . Using this and equation (4), equation (11) can be re-written as
$$
\begin{array}{l} \mu_ {c} c - r c = c _ {s} ^ {\prime} v \left(\mu_ {p} - r P\right) \\ = \Sigma_ {c} c \Theta \tag {12} \\ \end{array}
$$
or
$$
\mu_ {c} - r = \Sigma_ {c} \Theta \tag {13}
$$
To deduce the form of the pricing kernel, if
$$
d M = \mu_ {m} d t + \sigma_ {m} ^ {\prime} d Z \tag {14}
$$
where  $\sigma_{m} = (\sigma_{m1}\dots \sigma_{mn})^{\prime}$  is an  $nx1$  vector, then define  $c^{m} = cM$  and apply Ito's lemma:
$$
\begin{array}{l} d c ^ {m} = c d M + M d c + (d c) (d M) \\ = \left[ c \mu_ {m} + M \mu_ {c} c + \Sigma_ {c} c \sigma_ {m} \right] d t + \left[ c \sigma_ {m} ^ {\prime} + M \Sigma_ {c} c \right] d Z \tag {15} \\ \end{array}
$$
If  $c^{m} = cM$  satisfies  $c_{t}M_{t} = E_{t}[c_{T}M_{T}]$ , that is,  $c^{m}$  is a martingale, then its drift in (15) must be zero, implying
$$
\mu_ {c} = - \frac {\mu_ {m}}{M} - \frac {\sum_ {c} \sigma_ {m}}{M} \tag {16}
$$
For the case in which  $c$  is the instantaneously riskless asset, all of the elements of  $\Sigma_c$  are zero and therefore  $\mu_c = r(t)$ . This requires
$$
r (t) = - \frac {\mu_ {m}}{M} \tag {17}
$$
Next, consider the case where asset  $C$  is one of the primitive securities, say the  $i^{\text{th}}$  one. In this case  $\mu_{c} = \mu_{pi} / P_{i}$  and  $\sum_{c}\sigma_{m} = (1 / P_{i})\sigma_{mi}$ . Hence, using equation (17), equation (16) becomes
$$
\frac {\mu_ {p i}}{P _ {i}} = r - \frac {\sigma_ {m i}}{P _ {i} M} \tag {18}
$$
Rearranging (18), we have
$$
\begin{array}{l} - \frac {\sigma_ {m i}}{M} = \mu_ {p i} - r P _ {i} \\ = \theta_ {i} \tag {19} \\ \end{array}
$$
From this we deduce that the pricing kernel follows the process  $dM / M = r(t)dt - \Theta (t)dZ$ .",,
,,,"$$
P _ {t} (\tau) = E _ {t} \left[ \frac {U _ {c} \left(c _ {t + \tau} , t + \tau\right)}{U _ {c} \left(c _ {t} , t\right)} \right] = E _ {t} \left[ e ^ {- \phi \tau} \left(\frac {g _ {t + \tau}}{g _ {t}}\right) ^ {\gamma - 1} \right] \tag {3}
$$",,
,,,"Since the pricing kernel satisfies
$$
P _ {t} (\tau) = E _ {t} \left[ m _ {t, t + \tau} \right] = E _ {t} \left[ \frac {M _ {t + \tau}}{M _ {t}} \right] \tag {4}
$$
then comparing (3) and (4) we see that  $M_{t} = e^{-\phi t}g_{t}^{1 - 1}$ . Applying Ito's lemma, we have
$$
\begin{array}{l} d M = (\gamma - 1) e ^ {- \phi t} g ^ {y - 2} d g - \phi e ^ {- \phi t} g ^ {y - 1} d t + \frac {1}{2} (\gamma - 1) (\gamma - 2) e ^ {- \phi t} g ^ {y - 3} (d g) ^ {2} \\ = (\gamma - 1) M \left(\frac {d g}{g}\right) - \phi M d t + \frac {1}{2} (\gamma - 1) (\gamma - 2) M \left(\frac {d g}{g}\right) ^ {2} \\ \end{array}
$$
Therefore
$$
d M / M = \left[ (y - 1) \alpha - \phi + \frac {1}{2} (y - 1) (y - 2) \sigma^ {2} \right] d t + (y - 1) \sigma d z
$$",,
,,,"It is constant. The drift of  $\frac{dM}{M}$  equals minus the interest rate. Hence, the interest rate,  $r$ , is given by
$$
r = (1 - y) \alpha + \phi - \frac {\sigma^ {2}}{2} (1 - y) (2 - y)
$$",,
,,,"Itô's lemma says that the process followed by $\ln(S(t))$ is
$$
\begin{array}{l} d \ln S (t) = \frac {1}{S} [ (\mu - \lambda k) S d t + \sigma S d z ] - \frac {1}{2 S ^ {2}} \sigma^ {2} S ^ {2} d t + [ \ln Y S - \ln S ] d q \\ = \left(\mu - \lambda k - \frac {1}{2} \sigma^ {2}\right) d t + \sigma d z + (\ln Y) d q \\ \end{array}
$$
This implies
$$
\ln [ S (t) / S (0) ] = \left(\mu - \lambda k - \frac {1}{2} \sigma^ {2} \right\vert   t + \sigma \left(\tilde {z} _ {t} - z _ {0}\right) + \sum_ {i = 1} ^ {n} \ln \tilde {Y} _ {i}
$$
where $\sum_{i=1}^{n} \ln \tilde{Y}_i$ are the $n$ log jump sizes over the period from 0 to $t$ . Taking the exponential of each side of this equation, and defining $Y_0 = 1$ , we obtain
$$
\begin{array}{l} S (t) / S (0) = e ^ {(\mu - \lambda k - \frac {1}{2} \sigma^ {2}) t + \sigma (\tilde {x} _ {1} - x _ {0}) + \sum_ {i = 1} ^ {n} \ln \tilde {Y} _ {i}} \\ = e ^ {(\mu - \lambda k - \frac {1}{2} \sigma^ {2}) t + \sigma (\tilde {z} _ {i} - z _ {0})} \prod_ {i = 0} ^ {n} \tilde {Y} _ {i} \\ = e ^ {(\mu - \lambda k - \frac {1}{2} \sigma^ {2}) t + \sigma (\tilde {z} _ {1} - z _ {0})} \tilde {y} (n) \\ \end{array}
$$",,
,,,"Applying Ito's lemma for the case of jump-diffusion processes,
$$
\begin{array}{l} d x = \frac {1}{F} \left[ S \left(\mu_ {s} - \lambda k\right) d t + S \sigma_ {s} d z _ {s} \right] - \frac {S}{F ^ {2}} (d F) + \frac {S}{F ^ {3}} (d F) ^ {2} \\ - \frac {1}{F ^ {2}} [ S (\mu_ {s} - \lambda k) d t + S \sigma_ {s} d z _ {s} ] (d F) + \left(\frac {S Y}{F} - \frac {S}{F}\right) d q \\ \end{array}
$$
Simplifying, we have
$$
\begin{array}{l} d x / x = \left(\mu_ {s} - \lambda k\right) d t + \sigma_ {s} d z _ {s} - \mu_ {f} d t - \sigma_ {f} d z _ {f} + \sigma_ {f} ^ {2} d t - \sigma_ {s} \sigma_ {f} \rho d t + (Y - 1) d q \\ = \left(\mu_ {s} - \lambda k - \mu_ {f} + \sigma_ {f} ^ {2} - \sigma_ {s} \sigma_ {f} \rho\right) d t + \sigma_ {s} d z _ {s} - \sigma_ {f} d z _ {f} + (Y - 1) d q \\ \end{array}
$$",,
